Amount Requested,Application Date,Loan Title,Zip Code,State,DTI,EmpLenY,Approved
35000.0,2017-10-01,Debt consolidation,270xx,NC,17.77,10.0,1
10000.0,2017-10-01,Credit card refinancing,270xx,NC,13.94,0.5,1
33000.0,2017-10-01,Debt consolidation,270xx,NC,49.08,6.0,1
30000.0,2017-10-01,Debt consolidation,271xx,NC,23.8,2.0,1
5000.0,2017-10-01,Medical expenses,271xx,NC,29.73,6.0,1
5000.0,2017-10-01,Debt consolidation,271xx,NC,16.08,6.0,1
35000.0,2017-10-01,Credit card refinancing,271xx,NC,20.53,5.0,1
15000.0,2017-10-01,Major purchase,272xx,NC,19.74,10.0,1
12000.0,2017-10-01,Credit card refinancing,272xx,NC,5.79,9.0,1
8400.0,2017-10-01,Debt consolidation,272xx,NC,25.9,10.0,1
10000.0,2017-10-01,Credit card refinancing,272xx,NC,15.71,10.0,1
8000.0,2017-10-01,Debt consolidation,272xx,NC,9.46,2.0,1
9000.0,2017-10-01,Debt consolidation,272xx,NC,8.12,5.0,1
8400.0,2017-10-01,Car financing,273xx,NC,13.52,0.5,1
24775.0,2017-10-01,Debt consolidation,273xx,NC,21.5,8.0,1
3000.0,2017-10-01,Debt consolidation,273xx,NC,35.76,8.0,1
22000.0,2017-10-01,Debt consolidation,274xx,NC,20.68,10.0,1
17000.0,2017-10-01,Debt consolidation,274xx,NC,11.18,10.0,1
30000.0,2017-10-01,Debt consolidation,274xx,NC,11.38,10.0,1
8000.0,2017-10-01,Home improvement,274xx,NC,27.55,10.0,1
23000.0,2017-10-01,Debt consolidation,274xx,NC,27.24,3.0,1
18000.0,2017-10-01,Credit card refinancing,275xx,NC,33.0,10.0,1
1200.0,2017-10-01,Moving and relocation,275xx,NC,38.92,6.0,1
10000.0,2017-10-01,Debt consolidation,275xx,NC,9.29,10.0,1
7500.0,2017-10-01,Other,275xx,NC,6.59,4.0,1
25000.0,2017-10-01,Home improvement,275xx,NC,17.4,9.0,1
40000.0,2017-10-01,Other,275xx,NC,18.42,6.0,1
5500.0,2017-10-01,Credit card refinancing,275xx,NC,11.85,10.0,1
1450.0,2017-10-01,Credit card refinancing,275xx,NC,17.03,10.0,1
5000.0,2017-10-01,Moving and relocation,275xx,NC,9.0,3.0,1
5000.0,2017-10-01,Debt consolidation,275xx,NC,8.91,10.0,1
24575.0,2017-10-01,Debt consolidation,275xx,NC,28.61,10.0,1
25000.0,2017-10-01,Debt consolidation,275xx,NC,26.88,6.0,1
40000.0,2017-10-01,Credit card refinancing,275xx,NC,31.65,5.0,1
10000.0,2017-10-01,Debt consolidation,275xx,NC,34.02,7.0,1
5000.0,2017-10-01,Debt consolidation,275xx,NC,26.96,6.0,1
20000.0,2017-10-01,Debt consolidation,275xx,NC,6.79,10.0,1
3000.0,2017-10-01,Other,275xx,NC,16.25,10.0,1
17875.0,2017-10-01,Debt consolidation,275xx,NC,6.98,2.0,1
35000.0,2017-10-01,Debt consolidation,275xx,NC,12.17,10.0,1
4000.0,2017-10-01,Debt consolidation,275xx,NC,20.17,10.0,1
9600.0,2017-10-01,Debt consolidation,275xx,NC,28.13,3.0,1
40000.0,2017-10-01,Home improvement,275xx,NC,13.04,5.0,1
4800.0,2017-10-01,Debt consolidation,275xx,NC,22.46,5.0,1
7900.0,2017-10-01,Home improvement,276xx,NC,21.09,1.0,1
25000.0,2017-10-01,Debt consolidation,276xx,NC,33.66,10.0,1
12000.0,2017-10-01,Credit card refinancing,276xx,NC,26.08,2.0,1
18000.0,2017-10-01,Debt consolidation,276xx,NC,23.52,10.0,1
10000.0,2017-10-01,Home improvement,276xx,NC,12.4,10.0,1
11200.0,2017-10-01,Credit card refinancing,276xx,NC,17.53,4.0,1
12250.0,2017-10-01,Debt consolidation,276xx,NC,12.28,5.0,1
12000.0,2017-10-01,Debt consolidation,276xx,NC,14.97,2.0,1
26000.0,2017-10-01,Debt consolidation,276xx,NC,20.38,7.0,1
23000.0,2017-10-01,Debt consolidation,276xx,NC,17.59,10.0,1
23350.0,2017-10-01,Home improvement,276xx,NC,65.19,0.5,1
36000.0,2017-10-01,Debt consolidation,277xx,NC,21.12,9.0,1
20000.0,2017-10-01,Credit card refinancing,277xx,NC,38.48,9.0,1
5000.0,2017-10-01,Debt consolidation,277xx,NC,4.71,9.0,1
16000.0,2017-10-01,Business,278xx,NC,35.91,10.0,1
10000.0,2017-10-01,Debt consolidation,278xx,NC,43.86,10.0,1
40000.0,2017-10-01,Debt consolidation,278xx,NC,14.36,10.0,1
20000.0,2017-10-01,Debt consolidation,278xx,NC,19.04,6.0,1
7000.0,2017-10-01,Debt consolidation,279xx,NC,5.04,2.0,1
1800.0,2017-10-01,Vacation,279xx,NC,25.16,9.0,1
15000.0,2017-10-01,Credit card refinancing,280xx,NC,11.62,10.0,1
10000.0,2017-10-01,Debt consolidation,280xx,NC,22.38,3.0,1
20000.0,2017-10-01,Home improvement,280xx,NC,21.75,10.0,1
8000.0,2017-10-01,Other,280xx,NC,20.24,1.0,1
30000.0,2017-10-01,Debt consolidation,280xx,NC,16.47,10.0,1
16000.0,2017-10-01,Debt consolidation,280xx,NC,13.12,0.5,1
10000.0,2017-10-01,Home improvement,280xx,NC,15.98,2.0,1
21600.0,2017-10-01,Credit card refinancing,280xx,NC,18.12,3.0,1
12000.0,2017-10-01,Other,280xx,NC,19.62,1.0,1
4000.0,2017-10-01,Debt consolidation,280xx,NC,19.44,1.0,1
10400.0,2017-10-01,Credit card refinancing,281xx,NC,19.85,0.5,1
11000.0,2017-10-01,Credit card refinancing,281xx,NC,17.16,0.5,1
6000.0,2017-10-01,Debt consolidation,281xx,NC,3.85,1.0,1
5500.0,2017-10-01,Credit card refinancing,281xx,NC,7.51,5.0,1
12000.0,2017-10-01,Other,281xx,NC,22.6,2.0,1
20000.0,2017-10-01,Debt consolidation,281xx,NC,17.47,2.0,1
12000.0,2017-10-01,Debt consolidation,281xx,NC,11.76,1.0,1
12000.0,2017-10-01,Debt consolidation,281xx,NC,10.59,10.0,1
8000.0,2017-10-01,Credit card refinancing,282xx,NC,9.33,0.5,1
20000.0,2017-10-01,Debt consolidation,282xx,NC,57.3,6.0,1
40000.0,2017-10-01,Credit card refinancing,282xx,NC,7.2,10.0,1
10000.0,2017-10-01,Debt consolidation,282xx,NC,10.72,1.0,1
14000.0,2017-10-01,Debt consolidation,282xx,NC,6.95,1.0,1
15600.0,2017-10-01,Debt consolidation,282xx,NC,25.5,10.0,1
5000.0,2017-10-01,Home improvement,282xx,NC,27.11,10.0,1
39000.0,2017-10-01,Debt consolidation,282xx,NC,17.99,0.5,1
20000.0,2017-10-01,Credit card refinancing,282xx,NC,12.12,10.0,1
26050.0,2017-10-01,Debt consolidation,282xx,NC,20.33,5.0,1
6500.0,2017-10-01,Home improvement,282xx,NC,15.5,10.0,1
32150.0,2017-10-01,Business,282xx,NC,13.82,4.0,1
10000.0,2017-10-01,Debt consolidation,282xx,NC,21.84,3.0,1
15000.0,2017-10-01,Debt consolidation,282xx,NC,8.63,3.0,1
10000.0,2017-10-01,Debt consolidation,282xx,NC,6.34,6.0,1
20000.0,2017-10-01,Home improvement,282xx,NC,17.67,4.0,1
15000.0,2017-10-01,Debt consolidation,282xx,NC,12.19,0.5,1
10000.0,2017-10-01,Credit card refinancing,282xx,NC,25.68,6.0,1
14700.0,2017-10-01,Debt consolidation,283xx,NC,29.4,10.0,1
2000.0,2017-10-01,Home buying,283xx,NC,20.0,2.0,1
20000.0,2017-10-01,Debt consolidation,283xx,NC,6.2,3.0,1
9000.0,2017-10-01,Debt consolidation,283xx,NC,55.84,2.0,1
35000.0,2017-10-01,Home improvement,283xx,NC,14.85,0.5,1
6400.0,2017-10-01,Other,283xx,NC,39.6,6.0,1
20000.0,2017-10-01,Debt consolidation,283xx,NC,17.17,10.0,1
20000.0,2017-10-01,Other,283xx,NC,13.43,9.0,1
12000.0,2017-10-01,Credit card refinancing,284xx,NC,16.99,3.0,1
2000.0,2017-10-01,Debt consolidation,284xx,NC,17.66,2.0,1
10000.0,2017-10-01,Debt consolidation,284xx,NC,15.13,6.0,1
6000.0,2017-10-01,Debt consolidation,284xx,NC,3.58,10.0,1
25000.0,2017-10-01,Other,285xx,NC,20.47,10.0,1
16000.0,2017-10-01,Credit card refinancing,285xx,NC,14.96,10.0,1
6000.0,2017-10-01,Home improvement,285xx,NC,35.98,6.0,1
4150.0,2017-10-01,Credit card refinancing,285xx,NC,20.93,6.0,1
12000.0,2017-10-01,Other,285xx,NC,12.33,0.5,1
20000.0,2017-10-01,Home improvement,286xx,NC,33.54,10.0,1
9600.0,2017-10-01,Debt consolidation,286xx,NC,23.68,0.5,1
9350.0,2017-10-01,Credit card refinancing,286xx,NC,14.88,10.0,1
12000.0,2017-10-01,Other,286xx,NC,11.91,10.0,1
15000.0,2017-10-01,Debt consolidation,287xx,NC,31.93,5.0,1
5100.0,2017-10-01,Credit card refinancing,287xx,NC,33.13,4.0,1
15000.0,2017-10-01,Debt consolidation,287xx,NC,35.85,10.0,1
15000.0,2017-10-01,Debt consolidation,287xx,NC,19.49,10.0,1
15450.0,2017-10-01,Debt consolidation,287xx,NC,28.34,5.0,1
3000.0,2017-10-01,Major purchase,287xx,NC,17.37,4.0,1
7000.0,2017-10-01,Debt consolidation,287xx,NC,5.28,10.0,1
3500.0,2017-10-01,Home improvement,977xx,NC,15.12,10.0,1
20000.0,2017-10-01,Debt consolidation,580xx,ND,42.55,0.5,1
35000.0,2017-10-01,Credit card refinancing,580xx,ND,7.11,4.0,1
14400.0,2017-10-01,Debt consolidation,581xx,ND,36.63,4.0,1
18200.0,2017-10-01,Credit card refinancing,582xx,ND,33.56,0.5,1
28000.0,2017-10-01,Credit card refinancing,582xx,ND,31.88,7.0,1
20000.0,2017-10-01,Debt consolidation,582xx,ND,25.25,10.0,1
12000.0,2017-10-01,Credit card refinancing,583xx,ND,22.13,2.0,1
6000.0,2017-10-01,Major purchase,584xx,ND,5.52,10.0,1
7400.0,2017-10-01,Debt consolidation,585xx,ND,9.05,2.0,1
30000.0,2017-10-01,Debt consolidation,585xx,ND,36.85,0.5,1
7000.0,2017-10-01,Debt consolidation,587xx,ND,19.5,3.0,1
1500.0,2017-10-01,Other,680xx,NE,20.16,2.0,1
10000.0,2017-10-01,Debt consolidation,680xx,NE,36.92,1.0,1
12000.0,2017-10-01,Debt consolidation,680xx,NE,34.55,8.0,1
6000.0,2017-10-01,Credit card refinancing,680xx,NE,16.4,2.0,1
15000.0,2017-10-01,Home improvement,680xx,NE,26.83,10.0,1
28625.0,2017-10-01,Debt consolidation,681xx,NE,46.09,9.0,1
24000.0,2017-10-01,Other,681xx,NE,12.55,10.0,1
15000.0,2017-10-01,Debt consolidation,681xx,NE,9.87,6.0,1
20000.0,2017-10-01,Credit card refinancing,681xx,NE,24.12,3.0,1
4800.0,2017-10-01,Debt consolidation,681xx,NE,33.31,10.0,1
18000.0,2017-10-01,Debt consolidation,681xx,NE,25.19,10.0,1
7525.0,2017-10-01,Debt consolidation,683xx,NE,54.73,3.0,1
2500.0,2017-10-01,Moving and relocation,683xx,NE,19.0,0.5,1
20000.0,2017-10-01,Debt consolidation,684xx,NE,7.47,10.0,1
3000.0,2017-10-01,Credit card refinancing,685xx,NE,28.11,0.5,1
20000.0,2017-10-01,Debt consolidation,685xx,NE,28.21,1.0,1
7500.0,2017-10-01,Other,687xx,NE,23.31,10.0,1
2200.0,2017-10-01,Other,687xx,NE,17.24,1.0,1
17000.0,2017-10-01,Credit card refinancing,688xx,NE,16.83,8.0,1
10000.0,2017-10-01,Credit card refinancing,691xx,NE,9.84,1.0,1
10000.0,2017-10-01,Debt consolidation,030xx,NH,18.08,6.0,1
16000.0,2017-10-01,Major purchase,030xx,NH,15.41,10.0,1
12000.0,2017-10-01,Debt consolidation,030xx,NH,11.58,10.0,1
15000.0,2017-10-01,Debt consolidation,030xx,NH,4.88,6.0,1
10075.0,2017-10-01,Debt consolidation,030xx,NH,19.53,2.0,1
10000.0,2017-10-01,Credit card refinancing,030xx,NH,5.57,0.5,1
10000.0,2017-10-01,Credit card refinancing,030xx,NH,10.07,6.0,1
15200.0,2017-10-01,Car financing,031xx,NH,14.72,1.0,1
20000.0,2017-10-01,Credit card refinancing,031xx,NH,24.96,0.5,1
3800.0,2017-10-01,Other,031xx,NH,30.96,2.0,1
5000.0,2017-10-01,Debt consolidation,032xx,NH,13.68,3.0,1
8200.0,2017-10-01,Debt consolidation,033xx,NH,16.65,10.0,1
14050.0,2017-10-01,Debt consolidation,033xx,NH,18.16,10.0,1
35000.0,2017-10-01,Debt consolidation,033xx,NH,14.57,3.0,1
6000.0,2017-10-01,Major purchase,034xx,NH,1.7,9.0,1
10000.0,2017-10-01,Major purchase,034xx,NH,16.91,10.0,1
24000.0,2017-10-01,Debt consolidation,035xx,NH,100.55,9.0,1
23575.0,2017-10-01,Credit card refinancing,037xx,NH,28.0,10.0,1
4000.0,2017-10-01,Other,037xx,NH,15.45,10.0,1
20000.0,2017-10-01,Home improvement,038xx,NH,23.45,1.0,1
10000.0,2017-10-01,Debt consolidation,038xx,NH,14.75,10.0,1
8000.0,2017-10-01,Debt consolidation,038xx,NH,19.52,0.5,1
7000.0,2017-10-01,Debt consolidation,038xx,NH,19.57,2.0,1
9600.0,2017-10-01,Debt consolidation,070xx,NJ,4.88,1.0,1
12000.0,2017-10-01,Debt consolidation,070xx,NJ,17.23,4.0,1
30000.0,2017-10-01,Debt consolidation,070xx,NJ,25.81,1.0,1
23000.0,2017-10-01,Debt consolidation,070xx,NJ,6.55,10.0,1
16800.0,2017-10-01,Debt consolidation,070xx,NJ,32.82,10.0,1
34875.0,2017-10-01,Debt consolidation,070xx,NJ,13.44,10.0,1
20000.0,2017-10-01,Major purchase,070xx,NJ,19.47,10.0,1
8500.0,2017-10-01,Debt consolidation,070xx,NJ,15.97,4.0,1
4300.0,2017-10-01,Debt consolidation,070xx,NJ,4.29,9.0,1
27550.0,2017-10-01,Debt consolidation,070xx,NJ,5.51,5.0,1
15000.0,2017-10-01,Credit card refinancing,070xx,NJ,26.81,3.0,1
14000.0,2017-10-01,Other,070xx,NJ,18.81,6.0,1
13000.0,2017-10-01,Debt consolidation,070xx,NJ,26.73,0.5,1
10000.0,2017-10-01,Debt consolidation,070xx,NJ,7.09,10.0,1
35000.0,2017-10-01,Debt consolidation,070xx,NJ,14.01,10.0,1
35000.0,2017-10-01,Debt consolidation,070xx,NJ,19.45,0.5,1
19700.0,2017-10-01,Debt consolidation,070xx,NJ,29.85,9.0,1
20000.0,2017-10-01,Debt consolidation,070xx,NJ,19.33,6.0,1
6000.0,2017-10-01,Debt consolidation,070xx,NJ,2.03,6.0,1
2000.0,2017-10-01,Debt consolidation,070xx,NJ,9.29,10.0,1
10000.0,2017-10-01,Credit card refinancing,070xx,NJ,9.01,10.0,1
36000.0,2017-10-01,Credit card refinancing,070xx,NJ,34.18,1.0,1
35000.0,2017-10-01,Debt consolidation,070xx,NJ,10.2,10.0,1
20000.0,2017-10-01,Home improvement,070xx,NJ,14.4,3.0,1
6000.0,2017-10-01,Debt consolidation,070xx,NJ,27.75,9.0,1
13000.0,2017-10-01,Debt consolidation,070xx,NJ,22.72,2.0,1
6400.0,2017-10-01,Debt consolidation,070xx,NJ,11.94,0.5,1
8000.0,2017-10-01,Debt consolidation,070xx,NJ,13.78,7.0,1
18000.0,2017-10-01,Debt consolidation,070xx,NJ,10.65,10.0,1
5000.0,2017-10-01,Credit card refinancing,070xx,NJ,22.31,3.0,1
20000.0,2017-10-01,Debt consolidation,070xx,NJ,21.31,4.0,1
1000.0,2017-10-01,Debt consolidation,070xx,NJ,20.94,10.0,1
7700.0,2017-10-01,Credit card refinancing,070xx,NJ,29.93,5.0,1
35000.0,2017-10-01,Debt consolidation,070xx,NJ,17.18,10.0,1
6000.0,2017-10-01,Major purchase,070xx,NJ,8.88,10.0,1
25000.0,2017-10-01,Debt consolidation,071xx,NJ,8.29,0.5,1
25000.0,2017-10-01,Debt consolidation,071xx,NJ,18.71,1.0,1
14000.0,2017-10-01,Debt consolidation,071xx,NJ,12.02,10.0,1
2000.0,2017-10-01,Moving and relocation,071xx,NJ,19.34,2.0,1
30000.0,2017-10-01,Debt consolidation,071xx,NJ,22.97,10.0,1
30000.0,2017-10-01,Credit card refinancing,071xx,NJ,7.63,10.0,1
10000.0,2017-10-01,Credit card refinancing,071xx,NJ,16.8,2.0,1
20000.0,2017-10-01,Debt consolidation,071xx,NJ,22.12,10.0,1
30000.0,2017-10-01,Debt consolidation,072xx,NJ,13.92,1.0,1
7200.0,2017-10-01,Debt consolidation,072xx,NJ,31.99,10.0,1
11000.0,2017-10-01,Debt consolidation,072xx,NJ,25.0,3.0,1
1800.0,2017-10-01,Other,072xx,NJ,5.82,0.5,1
15000.0,2017-10-01,Credit card refinancing,072xx,NJ,11.78,10.0,1
3000.0,2017-10-01,Credit card refinancing,073xx,NJ,24.08,6.0,1
10000.0,2017-10-01,Debt consolidation,073xx,NJ,7.88,8.0,1
35000.0,2017-10-01,Debt consolidation,073xx,NJ,28.43,9.0,1
6000.0,2017-10-01,Major purchase,073xx,NJ,8.39,2.0,1
16800.0,2017-10-01,Home buying,073xx,NJ,23.44,10.0,1
17000.0,2017-10-01,Debt consolidation,074xx,NJ,12.54,10.0,1
11050.0,2017-10-01,Debt consolidation,074xx,NJ,28.24,10.0,1
7000.0,2017-10-01,Debt consolidation,074xx,NJ,31.8,1.0,1
24000.0,2017-10-01,Debt consolidation,074xx,NJ,23.82,2.0,1
35000.0,2017-10-01,Debt consolidation,074xx,NJ,9.85,0.5,1
15500.0,2017-10-01,Credit card refinancing,074xx,NJ,19.74,3.0,1
8000.0,2017-10-01,Credit card refinancing,074xx,NJ,15.28,3.0,1
10000.0,2017-10-01,Debt consolidation,074xx,NJ,16.49,1.0,1
24200.0,2017-10-01,Debt consolidation,074xx,NJ,20.79,10.0,1
24000.0,2017-10-01,Debt consolidation,074xx,NJ,21.95,10.0,1
20000.0,2017-10-01,Debt consolidation,074xx,NJ,29.84,10.0,1
21875.0,2017-10-01,Debt consolidation,074xx,NJ,24.23,10.0,1
24000.0,2017-10-01,Debt consolidation,074xx,NJ,26.06,10.0,1
15000.0,2017-10-01,Debt consolidation,074xx,NJ,17.25,10.0,1
10000.0,2017-10-01,Debt consolidation,075xx,NJ,38.55,8.0,1
18475.0,2017-10-01,Debt consolidation,075xx,NJ,10.99,6.0,1
7000.0,2017-10-01,Home buying,075xx,NJ,15.52,10.0,1
12000.0,2017-10-01,Credit card refinancing,075xx,NJ,9.6,3.0,1
4900.0,2017-10-01,Debt consolidation,075xx,NJ,38.54,0.5,1
9000.0,2017-10-01,Credit card refinancing,076xx,NJ,17.95,10.0,1
12000.0,2017-10-01,Debt consolidation,076xx,NJ,8.25,2.0,1
1000.0,2017-10-01,Credit card refinancing,076xx,NJ,20.91,0.5,1
12000.0,2017-10-01,Debt consolidation,076xx,NJ,5.89,10.0,1
16800.0,2017-10-01,Debt consolidation,076xx,NJ,11.22,0.5,1
10000.0,2017-10-01,Credit card refinancing,076xx,NJ,6.0,3.0,1
36000.0,2017-10-01,Major purchase,076xx,NJ,3.42,4.0,1
7500.0,2017-10-01,Debt consolidation,077xx,NJ,8.66,0.5,1
12000.0,2017-10-01,Debt consolidation,077xx,NJ,9.62,3.0,1
4800.0,2017-10-01,Debt consolidation,077xx,NJ,6.67,2.0,1
18000.0,2017-10-01,Debt consolidation,077xx,NJ,14.44,0.5,1
15000.0,2017-10-01,Home improvement,077xx,NJ,28.96,4.0,1
40000.0,2017-10-01,Debt consolidation,077xx,NJ,28.18,10.0,1
7500.0,2017-10-01,Debt consolidation,077xx,NJ,3.58,10.0,1
40000.0,2017-10-01,Debt consolidation,077xx,NJ,10.95,10.0,1
16000.0,2017-10-01,Debt consolidation,077xx,NJ,35.42,1.0,1
20000.0,2017-10-01,Debt consolidation,077xx,NJ,17.39,10.0,1
16000.0,2017-10-01,Credit card refinancing,077xx,NJ,13.28,10.0,1
3200.0,2017-10-01,Other,077xx,NJ,2.11,2.0,1
20000.0,2017-10-01,Debt consolidation,077xx,NJ,9.09,4.0,1
10000.0,2017-10-01,Debt consolidation,077xx,NJ,26.68,6.0,1
11725.0,2017-10-01,Debt consolidation,078xx,NJ,29.24,4.0,1
13000.0,2017-10-01,Debt consolidation,078xx,NJ,19.75,0.5,1
20000.0,2017-10-01,Debt consolidation,078xx,NJ,17.26,2.0,1
28000.0,2017-10-01,Debt consolidation,078xx,NJ,11.72,0.5,1
40000.0,2017-10-01,Debt consolidation,078xx,NJ,10.64,0.5,1
28000.0,2017-10-01,Debt consolidation,078xx,NJ,17.66,6.0,1
32000.0,2017-10-01,Credit card refinancing,078xx,NJ,17.53,7.0,1
6000.0,2017-10-01,Debt consolidation,078xx,NJ,7.13,10.0,1
2400.0,2017-10-01,Other,079xx,NJ,14.39,0.5,1
10000.0,2017-10-01,Debt consolidation,079xx,NJ,34.49,1.0,1
35000.0,2017-10-01,Debt consolidation,079xx,NJ,10.2,6.0,1
24000.0,2017-10-01,Car financing,079xx,NJ,4.21,0.5,1
10500.0,2017-10-01,Other,080xx,NJ,26.09,3.0,1
10000.0,2017-10-01,Debt consolidation,080xx,NJ,12.11,10.0,1
23000.0,2017-10-01,Credit card refinancing,080xx,NJ,1.28,10.0,1
12000.0,2017-10-01,Debt consolidation,080xx,NJ,19.55,3.0,1
7000.0,2017-10-01,Home improvement,080xx,NJ,15.26,9.0,1
17000.0,2017-10-01,Debt consolidation,080xx,NJ,23.78,2.0,1
35000.0,2017-10-01,Credit card refinancing,080xx,NJ,12.79,5.0,1
14000.0,2017-10-01,Credit card refinancing,080xx,NJ,22.54,0.5,1
23000.0,2017-10-01,Debt consolidation,080xx,NJ,21.44,9.0,1
36850.0,2017-10-01,Credit card refinancing,080xx,NJ,22.73,0.5,1
32200.0,2017-10-01,Debt consolidation,080xx,NJ,23.93,6.0,1
4400.0,2017-10-01,Debt consolidation,080xx,NJ,31.33,10.0,1
35000.0,2017-10-01,Home improvement,080xx,NJ,7.8,10.0,1
3500.0,2017-10-01,Other,080xx,NJ,12.11,10.0,1
6000.0,2017-10-01,Debt consolidation,080xx,NJ,15.33,10.0,1
40000.0,2017-10-01,Debt consolidation,080xx,NJ,54.4,0.5,1
12000.0,2017-10-01,Debt consolidation,080xx,NJ,15.77,10.0,1
14000.0,2017-10-01,Debt consolidation,080xx,NJ,12.82,7.0,1
8000.0,2017-10-01,Credit card refinancing,080xx,NJ,25.2,3.0,1
5000.0,2017-10-01,Debt consolidation,080xx,NJ,13.1,4.0,1
21000.0,2017-10-01,Home improvement,080xx,NJ,33.65,3.0,1
4000.0,2017-10-01,Other,081xx,NJ,28.17,10.0,1
16000.0,2017-10-01,Debt consolidation,081xx,NJ,16.9,0.5,1
1800.0,2017-10-01,Vacation,082xx,NJ,20.46,10.0,1
3000.0,2017-10-01,Other,082xx,NJ,14.59,2.0,1
32000.0,2017-10-01,Debt consolidation,082xx,NJ,28.11,0.5,1
22000.0,2017-10-01,Credit card refinancing,082xx,NJ,18.33,10.0,1
10000.0,2017-10-01,Debt consolidation,082xx,NJ,13.56,10.0,1
5500.0,2017-10-01,Major purchase,082xx,NJ,1.92,4.0,1
34000.0,2017-10-01,Debt consolidation,083xx,NJ,17.12,5.0,1
30900.0,2017-10-01,Debt consolidation,083xx,NJ,11.71,2.0,1
9600.0,2017-10-01,Home improvement,083xx,NJ,21.46,10.0,1
7000.0,2017-10-01,Debt consolidation,083xx,NJ,17.12,10.0,1
2100.0,2017-10-01,Other,083xx,NJ,15.93,6.0,1
1000.0,2017-10-01,Home improvement,084xx,NJ,33.95,6.0,1
15000.0,2017-10-01,Debt consolidation,084xx,NJ,13.26,10.0,1
18000.0,2017-10-01,Credit card refinancing,085xx,NJ,20.1,2.0,1
25000.0,2017-10-01,Debt consolidation,085xx,NJ,14.36,0.5,1
2500.0,2017-10-01,Debt consolidation,086xx,NJ,14.44,2.0,1
5000.0,2017-10-01,Credit card refinancing,086xx,NJ,29.83,8.0,1
1200.0,2017-10-01,Other,086xx,NJ,24.44,0.5,1
10000.0,2017-10-01,Credit card refinancing,086xx,NJ,17.6,0.5,1
20000.0,2017-10-01,Debt consolidation,086xx,NJ,12.54,1.0,1
28000.0,2017-10-01,Debt consolidation,086xx,NJ,37.04,10.0,1
21000.0,2017-10-01,Debt consolidation,087xx,NJ,18.03,4.0,1
5500.0,2017-10-01,Moving and relocation,087xx,NJ,22.21,7.0,1
32900.0,2017-10-01,Home improvement,087xx,NJ,21.99,1.0,1
15150.0,2017-10-01,Credit card refinancing,087xx,NJ,12.54,6.0,1
25000.0,2017-10-01,Debt consolidation,088xx,NJ,27.37,8.0,1
10100.0,2017-10-01,Debt consolidation,088xx,NJ,24.03,10.0,1
12000.0,2017-10-01,Debt consolidation,088xx,NJ,21.37,6.0,1
12000.0,2017-10-01,Credit card refinancing,088xx,NJ,8.97,6.0,1
32000.0,2017-10-01,Home improvement,088xx,NJ,7.23,10.0,1
18000.0,2017-10-01,Debt consolidation,088xx,NJ,15.36,0.5,1
3000.0,2017-10-01,Debt consolidation,088xx,NJ,15.85,4.0,1
12000.0,2017-10-01,Credit card refinancing,088xx,NJ,29.21,5.0,1
30000.0,2017-10-01,Other,088xx,NJ,15.27,10.0,1
5575.0,2017-10-01,Other,088xx,NJ,7.65,0.5,1
5000.0,2017-10-01,Home improvement,088xx,NJ,28.25,6.0,1
12000.0,2017-10-01,Debt consolidation,088xx,NJ,11.52,0.5,1
10000.0,2017-10-01,Debt consolidation,088xx,NJ,24.28,3.0,1
17000.0,2017-10-01,Debt consolidation,088xx,NJ,8.41,10.0,1
9200.0,2017-10-01,Debt consolidation,088xx,NJ,17.24,10.0,1
20000.0,2017-10-01,Credit card refinancing,089xx,NJ,15.73,2.0,1
7000.0,2017-10-01,Debt consolidation,870xx,NM,38.01,10.0,1
12100.0,2017-10-01,Debt consolidation,870xx,NM,21.69,6.0,1
36000.0,2017-10-01,Debt consolidation,871xx,NM,12.65,10.0,1
20000.0,2017-10-01,Home improvement,871xx,NM,18.08,5.0,1
10000.0,2017-10-01,Credit card refinancing,871xx,NM,8.61,10.0,1
20000.0,2017-10-01,Debt consolidation,871xx,NM,22.39,5.0,1
24000.0,2017-10-01,Debt consolidation,871xx,NM,19.8,10.0,1
5000.0,2017-10-01,Home improvement,871xx,NM,0.0,2.0,1
29425.0,2017-10-01,Debt consolidation,871xx,NM,16.57,6.0,1
12000.0,2017-10-01,Debt consolidation,871xx,NM,29.85,4.0,1
3200.0,2017-10-01,Home improvement,871xx,NM,16.03,0.5,1
17500.0,2017-10-01,Credit card refinancing,871xx,NM,30.01,7.0,1
7000.0,2017-10-01,Debt consolidation,874xx,NM,29.87,6.0,1
35000.0,2017-10-01,Major purchase,875xx,NM,10.5,0.5,1
10000.0,2017-10-01,Credit card refinancing,875xx,NM,32.19,10.0,1
20000.0,2017-10-01,Major purchase,875xx,NM,11.56,2.0,1
24000.0,2017-10-01,Debt consolidation,875xx,NM,18.56,2.0,1
9275.0,2017-10-01,Debt consolidation,880xx,NM,37.89,10.0,1
21000.0,2017-10-01,Debt consolidation,880xx,NM,18.24,6.0,1
5000.0,2017-10-01,Credit card refinancing,880xx,NM,35.42,0.5,1
10000.0,2017-10-01,Home improvement,880xx,NM,16.91,6.0,1
10000.0,2017-10-01,Debt consolidation,880xx,NM,3.04,7.0,1
15000.0,2017-10-01,Credit card refinancing,880xx,NM,25.83,8.0,1
4800.0,2017-10-01,Debt consolidation,880xx,NM,10.84,1.0,1
24175.0,2017-10-01,Debt consolidation,881xx,NM,24.22,0.5,1
